headline,stock,date,exact_time
Keep America Beautiful Honors Delta Air Lines with 2017 Vision for America Award for Corporate Commitment to Sustainability,dal,2017-10-18,16:00:00
Canada foreign minister says NAFTA talks extension is good news (BBD.  BA  DAL),dal,2017-10-17,23:17:03
BRIEF-Madison Square Garden  MSG Networks announce renewed 10-year marketing partnership with Delta Air Lines​ (DAL),dal,2017-10-17,22:32:03
Delta says Bombardier CSeries delivery schedule unclear (DAL  BBD.  BA),dal,2017-10-17,15:47:07
WRAPUP 1-Airbus takes control of Bombardier CSeries in rebuff to U.S. threat (BBD.  BA  DAL),dal,2017-10-17,07:02:19
Hurricanes set Virgin Atlantic back after recent improvements (DAL  AF),dal,2017-10-12,13:52:07
PRESS DIGEST-Canada-Oct 12 (DAL  BBD.  BA  NDAQ),dal,2017-10-12,13:07:03
BRIEF-Trudeau says confident can get NAFTA deal done by end of 2017 (BA  DAL  BBD.),dal,2017-10-11,23:07:05
Delta CEO: We will not pay the 300% tariff on new Bombardier C Series jets (DAL),dal,2017-10-11,18:03:03
US STOCKS-Sluggish mood on Wall St as earnings season kicks off (BLK  DAL  JPM  C  MU  GE  UAL),dal,2017-10-11,15:12:06
UPDATE 1-Delta profit beats expectations  says Q3 results hurt by storms (DAL),dal,2017-10-11,14:12:03
BRIEF-Delta Air Lines reports qtrly EPS of $1.64 (DAL),dal,2017-10-11,13:22:03
Delta Air Lines Announces September Quarter Profit,dal,2017-10-11,13:00:00
US STOCKS-Wal-Mart rally pushes Dow to all-time high (WMT  PG  JPM  C  NVDA  UAL  DAL),dal,2017-10-10,22:27:04
Airline shares rise on post-hurricane results (UAL  DAL  JBLU),dal,2017-10-10,22:12:06
US STOCKS-Futures higher as earnings take focus (BLK  DAL  JPM  C  GE  AIG  PG  LLY  HON),dal,2017-10-10,13:27:03
UPDATE 1-Air France continues long-haul drive with Vietnam Airlines joint venture (AF  JETAIRWAYS  DAL  600115),dal,2017-10-10,12:47:04
Philadelphia-area refiners urge Trump to reform biofuels program (DAL),dal,2017-10-09,22:17:09
RPT-UPDATE 4-U.S. backs 300 percent in duties on Bombardier after Boeing complaint (BBD.  BA  DAL),dal,2017-10-06,23:02:03
"BRIEF-Bombardier says new Commerce duties are ""egregious overreach and misapplication"" of trade laws (BBD.  BA  DAL)",dal,2017-10-06,21:37:03
Delta Air Lines Premium Sales and Service receives the J.D. Power Certified Contact Center distinction for 4th year,dal,2017-10-06,20:00:00
Delta Air Lines Announces Webcast of September Quarter 2017 Financial Results,dal,2017-10-04,18:00:00
US STOCKS-Major indexes hit record highs 2nd day  autos  airlines jump (GM  F  DAL  UAL  LEN  BRK.),dal,2017-10-03,22:42:06
BRIEF-Delta reports operating performance for September 2017 (DAL),dal,2017-10-03,16:47:03
BRIEF-Skywest announces additional order of 20 new aircraft (SKYW  DAL  ALK),dal,2017-10-02,14:57:03
BRIEF-Dalmac Energy Q1 earnings per share C$0.02 (DAL),dal,2017-09-30,01:17:03
UPDATE 1-U.S. government auditor to look into airline IT disruptions -letter (DAL  LUV  UAL  AMS  LHA  AF  FRA),dal,2017-09-28,16:47:03
French and Benelux stocks-Factors to watch on Sept. 28 (AF  600115  DAL  EDF  ICAD  DEC  VIV  TIT  UKX),dal,2017-09-28,07:02:03
BRIEF-Canada's Freeland: will speak with Ross  British counterparts on Boeing issue (BBD.  BA  DAL),dal,2017-09-27,21:52:18
UPDATE 1-Delta CEO says he does not expect U.S. duties on Bombardier jets (DAL  BA  BBD.),dal,2017-09-27,19:57:08
BRIEF-Air France-KLM says capital increases reserved to China Eastern Airlines and Delta Air Lines approved (AF  DAL),dal,2017-09-27,18:12:03
Gogo Announces New Seatback Product for Wireless In-flight Entertainment,dal,2017-09-27,18:08:00
BRIEF-Delta Air Lines to offer free mobile messaging in flight​ (DAL),dal,2017-09-27,15:07:03
UPDATE 2-Oil prices gain after U.S. inventories unexpectedly draw amid rising demand (DAL),dal,2017-09-27,08:57:05
Brent oil edges up  near 26-month high amid supply concerns (DAL),dal,2017-09-27,04:57:05
Boeing scored a big victory against its Canadian rival  but it may start a nasty trade war (BA  BBD.B  DAL),dal,2017-09-27,03:57:06
Outgoing N.Ireland leader says U.S. Bombardier ruling 'not end of process' (BBD.  BA  DAL),dal,2017-09-27,01:32:03
Bombardier would not pick up tab for duties on CSeries jet -sources (BBD.  DAL  BA),dal,2017-09-26,23:37:11
American Airlines  Inc. -- Moody's assigns Baa3 rating to Class B Certificates of American Airlines' 2017-2 EETC,dal,2017-09-26,18:47:00
JAL  Hawaiian Airlines to start code-sharing from March (HA  DAL  9202),dal,2017-09-26,10:17:02
UPDATE 1-Qatar Airways chief wants to expand fleet  look for U.S. investments (BA  DAL  UAL),dal,2017-09-25,23:27:13
UPDATE 1-Desperate travelers crowd Puerto Rico airport in hopes of seat out (JBLU  DAL),dal,2017-09-25,20:07:03
Delta's Trans-Atlantic Schedule Brings Customers More Flights and More Destinations,dal,2017-09-21,14:30:00
American Airlines  Inc. -- Moody's assigns Baa3 rating to Class B Certificates of American Airlines' 2016-3 EETC,dal,2017-09-20,16:44:00
As Maria looms  U.S. airlines cap fares out of storm's path (UAL  SAVE  LUV  DAL  JBLU),dal,2017-09-19,22:02:14
UPDATE 1-Britain's May says will press Trump this week on Bombardier/Boeing row (BA  BBD.  DAL),dal,2017-09-18,19:42:07
Dalmac Energy Announces Closing of Working Capital Loan With President & Chief Executive Officer,dal,2017-09-16,02:06:36
Delta teams up with Atlanta Falcons  Atlanta United and Mercedes-Benz Stadium,dal,2017-09-14,21:40:00
Delta is sending its Boeing 747 jumbo jet to help people escape Hurricane Irma (DAL),dal,2017-09-08,15:45:05
UPDATE 1-U.S. airlines scramble to evacuate residents ahead of Hurricane Irma (DAL  UAL  JBLU  CCL),dal,2017-09-08,04:02:03
Delta is capping ticket prices and waiving pet fees for people escaping Hurricane Irma (DAL),dal,2017-09-07,19:48:11
UPDATE 1-Virgin Atlantic confident of Anglo-U.S. aviation deal post Brexit (DAL  AF  RY4B),dal,2017-09-07,18:12:08
BRIEF-American Express and Delta to launch new Blue Delta Skymiles credit card​ (AXP  DAL),dal,2017-09-07,15:27:03
Stocks Under Scanner in the Major Airlines Space -- American Airlines  Spirit Airlines  Delta Air Lines  and United Continental,dal,2017-09-07,12:50:00
BRIEF-Dalmac Energy enters into working capital loan with President & Chief Executive Officer (DAL),dal,2017-09-06,22:27:15
Delta to Launch Nonstop Year-Round Service from Indianapolis to Paris Beginning May 2018,dal,2017-09-06,20:15:00
UPDATE 1-United Continental cuts 3rd-qtr passenger unit revenue forecast (UAL  DAL),dal,2017-09-06,15:17:04
US STOCKS-Fresh North Korea tensions hit Wall Street (GS  JPM  BAC  UTX  COL  BA  DAL  INSM  TRV  CB),dal,2017-09-05,23:07:15
Delta cuts passenger unit revenue forecast  shares drop,dal,2017-09-05,15:33:41
BRIEF-Delta reports operating performance for August 2017 (DAL),dal,2017-09-05,15:22:03
BRIEF-Shareholders approve equity investment of China Eastern and Delta Air Lines in Air France-KLM (AF  600115  DAL),dal,2017-09-04,15:02:03
JetBlue Airways opens Havana ticket offices (JBLU  DAL),dal,2017-09-01,22:57:09
Delta Air Lines to Present at Cowen and Company 10th Annual Global Transportation Conference,dal,2017-08-30,22:15:00
Delta bolsters operations leadership in New York,dal,2017-08-29,21:30:00
UPDATE 1-Airline profits could feel squeeze from Tropical Storm Harvey (DAL  LUV  UAL),dal,2017-08-29,21:17:16
BRIEF-Dalmac Energy reports year end 2017 financial results (DAL),dal,2017-08-28,22:57:08
UATP Wins Technology & Transaction Partner of the Year Award at 2017 American Society of Travel Agents Global Convention,dal,2017-08-28,18:33:00
Personalize the Skies with Delta's Refreshed TUMI Amenity Kits,dal,2017-08-23,15:00:00
BRIEF-Delta's test program allows customers to video chat from airport with a specialist​ (DAL),dal,2017-08-22,15:12:03
More Access to Africa on Delta with New York-JFK Nonstop Service to Lagos,dal,2017-08-20,17:00:00
Delta and the Seattle Seahawks Renew 12status Program for 2017-2018 Season Giving Fans More Opportunities to Earn Miles,dal,2017-08-18,22:30:00
UPDATE 1-Brazil to ask for WTO panel on Bombardier subsidies (BBD.  EMBR3  BA  DAL),dal,2017-08-18,00:32:06
JetBlue is turning up the heat on Delta by aggressively expanding in a critical market (DAL  JBLU),dal,2017-08-17,18:45:06
UPDATE 1-Buffett's Berkshire adds Synchrony  sheds GE (BRK.  GE  AXP  AAPL  WFC  DAL  UAL  BK  GM  WBC  SIRI  S),dal,2017-08-15,00:02:06
BRIEF-Berkshire Hathaway takes share stake in Store Capital Corp (BRK.  UAL  IBM  GM  DAL),dal,2017-08-14,22:42:07
Delta has a new secret weapon against American and Southwest (DAL  BBD.B),dal,2017-08-14,18:51:06
BRIEF-Delta Air Lines sets quarterly dividend of $0.305 per share (DAL),dal,2017-08-09,20:17:03
PRESS DIGEST- Canada - Aug 9 (DAL  BBD.  L  TRP  CBS  BA  LMT),dal,2017-08-09,12:32:03
Delta's replacement for the jumbo jet has arrived (DAL),dal,2017-08-07,20:54:10
BRIEF-Delta Air Lines Inc - new service between Orlando and Amsterdam airport (DAL),dal,2017-08-07,16:42:05
UPDATE 1-Qatar Airways reverses decision to buy into American Airlines (DAL  UAL),dal,2017-08-02,18:27:08
Delta Reports Operating Performance for July 2017,dal,2017-08-02,15:00:00
Pre-Market Technical Recap on Major Airlines Stocks -- Delta Air Lines  American Airlines  Spirit Airlines  and United Continental,dal,2017-08-02,12:05:00
UPDATE 2-Venezuelan opposition promises new tactics after Sunday's vote (DAL),dal,2017-07-29,23:50:05
Delta to stop weekly Atlanta-Caracas flights in September (DAL  UAL  LHA),dal,2017-07-29,22:58:03
There is a battle for supremacy over the Atlantic and Delta just made a big move towards victory (DAL),dal,2017-07-29,16:38:06
Airlines' Atlantic pact guards against budget rivals and Brexit (DAL  AF  UAL  NAS  IAG  600115  RY4B  EZJ  LHA),dal,2017-07-28,17:22:03
IAG CEO sees little change from Delta  Air France-KLM and Virgin pact (IAG  DAL  AF),dal,2017-07-28,09:48:06
Air France-KLM agrees option for Virgin Atlantic ownership in event of hard Brexit (AF  DAL  600115),dal,2017-07-28,09:48:06
UPDATE 1-Air France-KLM upbeat on pricing as bookings improve (AF  DAL  600115  LHA  EZJ  RY4B),dal,2017-07-28,07:52:03
PRESS DIGEST- Financial Times - July 28 (DBK  AF  DAL  600115  SPD  FCCN),dal,2017-07-28,02:04:03
Air France-KLM says Alitalia woes helped drive transatlantic shake-up (AF  DAL  600115  AEROMEX*),dal,2017-07-27,19:28:03
BRIEF-Delta Air Lines to acquire 10 pct equity in JV partner Air France-KLM (DAL  AF),dal,2017-07-27,19:04:03
UPDATE 1-U.S. fines American  Delta  Frontier for violating over consumer rules (DAL  UAL  LUV),dal,2017-07-22,00:20:03
BRIEF-Delta to expand trans-pacific service with nonstop Shanghai-Atlanta flight (DAL),dal,2017-07-19,15:18:04
BRIEF-Delta Air Lines' Chief Accounting Officer reports open market sale of 5 000 shares of co's stock (DAL),dal,2017-07-18,22:52:07
BRIEF-Delta expands Austin  adds Medford  Oregon service from Seattle (DAL),dal,2017-07-18,20:12:03
BRIEF-Delta Private Jets appoints Gary Hammes as company President (DAL),dal,2017-07-18,18:04:05
PRESS DIGEST- New York Times business news - July 18 (DAL  BLK  KKR),dal,2017-07-18,07:02:03
Delta strikes back with facts after Ann Coulter goes on multiday Twitter tirade (DAL),dal,2017-07-17,18:00:07
US STOCKS-Wall St rises as financials lead before earnings (JPM  WFC  C  CYH  MOH  CNC  TGT  WMT  COST  DAL),dal,2017-07-13,22:38:05
Boeing trade complaint won't slow CSeries deliveries -Delta CEO (DAL  BBD.  BA),dal,2017-07-13,22:18:05
BRIEF-Delta Air Lines takes delivery of first Airbus A350-900 (DAL),dal,2017-07-13,20:42:03
UPDATE 1-Delta's passenger unit revenue rises  but profit tumbles (DAL),dal,2017-07-13,14:18:06
Amtrak considering tighter airline-style economy class seating -exec (DAL),dal,2017-07-12,22:42:08
US STOCKS-Dow sets record-high close  Fed signals gradual rate hikes (DAL  UAL  ALK  SAVE  JBLU  JPM  WFC  C),dal,2017-07-12,22:38:08
The nastiest feud in the airline industry continues as Delta's rivals go on the attack (DAL  JBLU  UPS),dal,2017-07-11,16:06:04
Man fought to open hatch during China-bound flight from Seattle -FBI (DAL),dal,2017-07-08,03:36:07
UPDATE 1-China-bound flight returns to Seattle after passenger assaults crew member (DAL),dal,2017-07-07,07:18:03
BRIEF-Delta Air Lines announces new service to Pittsburgh and New Orleans (DAL),dal,2017-07-06,16:48:05
UPDATE 1-Qatar Airways set to start buying shares in American Airlines (UAL  DAL  IAG  LAN  BA),dal,2017-07-06,15:58:08
Delta Air expects key revenue metric near upper end of forecast,dal,2017-07-05,16:00:30
BRIEF-Delta reports financial and operating performance for June 2017 (DAL),dal,2017-07-05,15:32:05
BRIEF-Delta Air Lines expects to record roughly $350 mln of other expenses in June quarter - SEC Filing (DAL),dal,2017-07-05,15:32:05
UPDATE 1-U.S. Congress split over privatizing air traffic control (UAL  LUV  JBLU  DAL),dal,2017-06-29,22:38:03
Congress wants to make it illegal for airlines to bump passengers already on board the plane (UAL  LUV  JBLU  DAL),dal,2017-06-29,18:12:07
RPT-Caisse fires back at Boeing over Bombardier claims (BA  DAL  BBD.),dal,2017-06-29,14:38:06
UPDATE 3-U.S. to unveil enhanced airline security plan to avoid laptop ban (UAL  DAL),dal,2017-06-28,19:58:06
Delta Celebrates Canada's 150th Anniversary with Fare Sale  Prime Minister Trudeau July Sky Magazine Cover Story,dal,2017-06-27,17:00:00
UPDATE 1-Amtrak names former Delta executive as next CEO (DAL  NSC),dal,2017-06-26,20:28:05
BRIEF-Delta Air Lines says co  Korean Air create joint venture (DAL),dal,2017-06-23,21:14:03
BRIEF-Alitalia says non-binding bids for airline  assets due July 21 (LHA  RY4B  EZJ  DAL  AF),dal,2017-06-23,16:22:03
U.S.  Europeans to meet next week on aviation security (UAL  DAL),dal,2017-06-22,22:34:08
US STOCKS-Wall St opens little changed as oil edges up (ACN  DAL  UAL  LUV),dal,2017-06-22,16:08:04
BRIEF-Safran announces more CFM56-5B engines ordered by Delta (SAF  DAL),dal,2017-06-21,16:08:03
New York City pushes for new method to build big public projects (SKA   ACM  C  DAL),dal,2017-06-20,23:54:09
BRIEF-Airbus says Delta Air Lines places order for additional 10 Airbus A321ceo aircrafts (DAL),dal,2017-06-20,14:50:07
BRIEF-Boeing says ‍launched Boeing Analytx​ (BA  003490  DAL),dal,2017-06-19,19:58:06
Delta One Suite and Delta Premium Select on Sale,dal,2017-06-19,15:30:00
Protesters defend disruption at New York Shakespeare production (DAL  BAC),dal,2017-06-17,21:18:05
UPDATE 1-Trump's Cuba rollback to spare airlines but could hurt demand (CCL  DAL  UAL  LUV  JBLU  SAVE),dal,2017-06-16,18:38:28
Bombardier not expected to announce CSeries orders in Paris -source (BBD.  DAL  BA  EMBR3),dal,2017-06-14,18:44:14
Technical Snapshots for These Major Airlines Stocks -- Delta Air Lines  American Airlines  United Continental  and Spirit Airlines,dal,2017-06-14,12:40:00
U.S.  Europe seek measures to avert expanded airline laptop ban (UAL  DAL),dal,2017-06-14,00:14:05
UPDATE 1-To boycott  or not to boycott over Trumpian 'Julius Caesar' (DAL  BAC  AXP),dal,2017-06-12,22:20:04
BP violated contract when it blended Texas crude -Monroe Energy (BP.  DAL),dal,2017-06-12,20:04:07
BRIEF-Canada government says will defend interests of Bombardier (BBD.  BA  DAL),dal,2017-06-09,17:52:03
UPDATE 1-U.S. trade body continues probe into dumping claims against Bombardier jets (BA  BBD.  DAL),dal,2017-06-09,17:42:03
PriceWatch Alert: Covered Call reports for Ambarella  Chemours Co  Delta Airlines  Sprint Corp and UnitedHealth include trade ideas that offer returns of 19% or more!,dal,2017-06-09,15:31:00
Delta Partners with Los Angeles Chefs Jon Shook and Vinny Dotolo to Bring their Renowned Cuisine to the Skies,dal,2017-06-08,16:00:00
Low-cost airlines shake up market for long haul flights (NAS  LHA  AF  IAG  RY4B  UAL  DAL),dal,2017-06-07,20:32:03
U.S.-Cuba policy looms at aviation industry conference (SAVE  DAL  UAL  LUV  JBLU),dal,2017-06-07,19:38:03
US senators challenge Trump plan to privatize air traffic control (UAL  LUV  DAL),dal,2017-06-07,19:08:03
Italy - Factors to watch on June 7 (SRG  ENEL  LHA  RY4B  EZJ  DAL  BMPS  BPE  ISP  BIM  MS  UBI  CVAL  BNS  DAL  UKX),dal,2017-06-07,09:06:03
Aeromexico  Delta sign joint cargo cooperation agreement (DAL  AEROMEX*),dal,2017-06-07,00:30:05
Airlines urged to step up fight against human trafficking (JBLU  DAL),dal,2017-06-04,23:52:03
Photos: Delta launches new flight to Seoul-Incheon from Hartsfield-Jackson Atlanta International Airport,dal,2017-06-03,21:05:00
RPT-Laptop ban  protectionism hang over booming air travel industry (THYAO  NAS  QAN  IAG  AEROMEX*  293  UAL  C6L  DAL  AF  LHA),dal,2017-06-03,02:04:03
Robust diesel demand prompts U.S. refiners to crank up output (DAL),dal,2017-06-02,21:48:07
BRIEF-Delta says consolidated passenger unit revenue for month of May increased 3.5 pct year-over- year (DAL),dal,2017-06-02,15:08:05
Delta Reports Financial and Operating Performance for May 2017,dal,2017-06-02,15:00:00
UPDATE 1-U.S. travel sector to suffer if Trump reverses Cuba detente -report (JBLU  DAL  CCL),dal,2017-06-02,00:14:07
Delta Air Lines to Present at Deutsche Bank 2017 Global Industrials and Materials Summit,dal,2017-05-31,22:01:00
Delta introduces biometric boarding pass at Reagan Washington National Airport,dal,2017-05-31,20:35:00
UPDATE 1-British Airways says resumes flights from Gatwick and Heathrow (IAG  DAL  LHA  AF),dal,2017-05-28,18:22:05
Here are the secrets to a great meal on your next flight (DAL),dal,2017-05-28,15:35:36
UPDATE 1-U.S. decision on expanded laptop ban not imminent -Homeland Security (UAL  DAL),dal,2017-05-24,19:56:03
BRIEF-Delta and Aeromexico expand options for U.S.-Mexico travel (DAL  AEROMEX*),dal,2017-05-24,19:26:05
UPDATE 1-Mexico says 1st-qtr foreign direct investment rises to $7.9 bln (AEROMEX*  DAL),dal,2017-05-24,04:32:02
BRIEF-Canada's Trudeau: will always defend Bombardier  aerospace industry (BBD.  AM  BA  LMT  SAAB   DAL),dal,2017-05-19,20:46:03
Boeing military arm frets over Canada jets threat  seeks gov't talks -source (BA  BBD.  AM  LMT  SAAB   DAL),dal,2017-05-19,18:08:02
UPDATE 3-Trump administration starts countdown to NAFTA talks in mid-August (BA  BBD.  DAL),dal,2017-05-19,00:58:05
UPDATE 1-U.S. launches probe of Boeing dumping  subsidy claims vs Bombardier (BA  BBD.  DAL),dal,2017-05-18,20:22:03
CANADA STOCKS-TSX set to open lower on U.S. political turmoil (HCG  BA  BBD.  DAL  BMO),dal,2017-05-18,14:06:08
UPDATE 2-U.S.  EU to meet next week in Washington to discuss aviation threats (UAL  DAL  LHA  IAG  AF),dal,2017-05-17,20:28:03
Trump's laptop ban could create 'travel hell' this summer (AAL  DAL  UAL),dal,2017-05-17,17:36:14
BRIEF-Delta and Lyft team up to to offer skymiles members more opportunities (DAL),dal,2017-05-17,15:34:06
Airlines group urges alternatives to extending electronics ban (UAL  DAL  LHA  IAG  AF),dal,2017-05-17,14:50:07
Delta Air Lines to Present at Bank of America Merrill Lynch 2017 Transportation Conference,dal,2017-05-16,15:00:00
UPDATE 1-Buffett's Berkshire boosts American  Southwest airline bets  sheds Fox (BRK.  LUV  DAL  UAL  AAPL  BK  SIRI  IBM  WBC),dal,2017-05-16,01:26:02
Delta wants to use facial recognition technology to make checking your bags easier (DAL),dal,2017-05-15,23:17:54
Philadelphia refiners face run cuts due to Sunoco pipeline shutdown - sources (ETP  DAL),dal,2017-05-15,22:10:02
BRIEF-Omega Advisors Inc takes share stake in Alcoa  Netflix (AA  DISH  MSFT  NFLX  P  DAL  APC),dal,2017-05-15,18:06:07
BRIEF-Delta boosts connectivity between Rio De Janeiro & New York (DAL),dal,2017-05-12,17:08:02
U.S. airlines meet with Homeland Security on expanding laptop ban (DAL  UAL),dal,2017-05-11,23:08:03
BRIEF-Delta Air Lines says relocation to LAX terminals 2 3 begins evening of May 12 (DAL),dal,2017-05-11,19:02:03
UPDATE 2-Delta delays taking delivery of 10 A350 jets (DAL  BA  AER),dal,2017-05-11,17:36:07
Delta to order more Airbus A321-200 aircraft (DAL),dal,2017-05-11,14:58:05
Video shows Southwest passengers fight aboard California flight (LUV  SAVE  UAL  DAL),dal,2017-05-10,19:08:03
Here's how major airlines rank when it comes to customer satisfaction (UAL  AAL  DAL),dal,2017-05-10,15:43:12
UPDATE 1-AerCap still sees good demand for most popular wide-body jets (AER  DAL  BA),dal,2017-05-09,22:06:05
Delta Air Lines Hosts May Analyst Meeting on May 11  2017,dal,2017-05-09,15:00:00
UPDATE 1-Buffett: United made 'terrible mistake' with dragged passenger-CNBC (BRK.  UAL  DAL  LUV  ULVR  AAPL  V),dal,2017-05-08,14:50:08
BRIEF-Delta and Aeromexico to launch joint cooperation agreement (DAL  AEROMEX*),dal,2017-05-08,14:22:03
UPDATE 1-Buffett assails Wells Fargo  defends 3G at wide-ranging meeting (BRK.  WFC  ULVR  UNA  DAL  LUV  UAL  IBM  AAPL  MSFT),dal,2017-05-07,18:56:06
BRIEF-Delta Air Lines sets quarterly dividend of $0.2025 per share (DAL),dal,2017-05-05,19:10:03
Delta apologizes for forcing family off flight,dal,2017-05-05,13:55:08
Delta statement regarding Flight 2222  Maui to Los Angeles  on April 23  2017,dal,2017-05-04,23:02:00
Bubble risks loom for Italy's small caps as new fund scheme sparks rally (MC  IMA  IP  DAL),dal,2017-05-04,16:10:05
Research Reports on Major Airlines Equities -- Delta Air Lines  American Airlines  United Continental  and Spirit Airlines,dal,2017-05-03,12:05:00
US STOCKS-Wall St edges up on heavy earnings day  Fed on tap (F  GM  AAPL  DAL  ADM  CVS  COH),dal,2017-05-02,22:46:02
BRIEF-Delta Air Lines CEO 2016 total compensation was  $12.6 mln (DAL),dal,2017-04-28,23:15:13
U.S. airlines overhaul overbooking after United fiasco (UAL  JBLU  DAL  LUV),dal,2017-04-28,22:15:11
UPDATE 2-Boeing seeks U.S. anti-dumping probe against Bombardier jet (BA  BBD.  DAL  UAL),dal,2017-04-28,02:53:09
Here's why a Delta passenger was kicked off a plane for using the bathroom (DAL),dal,2017-04-27,20:36:32
US STOCKS-Tech earnings lift Nasdaq to record high  S&P  Dow flat (MSFT  CMCSA  DAL  UAL),dal,2017-04-27,19:35:11
UPDATE 1-United to offer passengers up to $10 000 to surrender seats (UAL  DAL),dal,2017-04-27,19:31:11
American Airlines delays Boeing  Airbus jet deliveries (BA  DAL),dal,2017-04-27,18:31:09
Empty Pearl River Delta branches a check on HSBC's China plan,dal,2017-04-27,10:03:22
Delta Launches LSTN Headphones in Premium Cabins  Gives the Gift of Hearing to Those in Need,dal,2017-04-26,15:30:00
Europe lures rare diesel cargoes from U.S. East Coast (DAL  BP.  KMI),dal,2017-04-26,13:11:08
Delta Builds on Position as the Leading Global Carrier in Boston,dal,2017-04-25,18:55:00
UPDATE 1-Emirates chairman says demand 'holding' on U.S. routes not hit by cuts (UAL  DAL),dal,2017-04-25,16:51:08
Delta Enables Seamless On-Demand Helicopter Transfers between Manhattan and Planeside at New York's JFK Airport with BLADE,dal,2017-04-25,15:00:00
UPDATE 1-Qatar Airways to start San Francisco flights  closes in on Italy deal (UAL  DAL),dal,2017-04-24,13:51:06
St. Louis wins U.S. approval to explore airport privatization (LUV  DAL  UAL  JBLU),dal,2017-04-24,12:31:05
UPDATE 1-Lufthansa departures briefly hit by computer outage - airport staff (LHA  AF  UAL  DAL  AMS),dal,2017-04-20,22:05:04
UPDATE 1-United Airlines says it will testify at House hearing (UAL  LUV  DAL),dal,2017-04-20,00:01:03
U.S. House panel to hold hearing on consumer airline issues,dal,2017-04-19,23:15:04
American  Delta  and United Airlines slam Emirates' decision to scale back service in the US (UAL  DAL  AAL),dal,2017-04-19,21:00:49
RPT-E. Coast refiner shuns Bakken delivery as Dakota Access Pipeline starts (ETP  DAL),dal,2017-04-19,13:11:03
Italy - Factors to watch on April 18 (ENI  ATL  MQG  UCG  ISP  G  TIT  MS  DISCA  PRI  UKX  DAL  REC  ITM),dal,2017-04-18,07:25:03
UPDATE 2-BP accuses Monroe Energy of wrongfully terminating contract: filing (BP.  DAL),dal,2017-04-17,22:45:05
United is under fire for denying passengers — but its competitors are even worse (UAL  DAL  AAL),dal,2017-04-15,01:22:49
Rockwell Collins aims to sell more seats directly to Boeing  Airbus (COL  BA  DAL),dal,2017-04-13,22:45:04
Delta celebrates 13th Global Build with Habitat for Humanity in Mexico,dal,2017-04-13,20:00:00
Delta Air Lines' Board of Directors Announces Annual Meeting Date,dal,2017-04-13,18:00:00
US STOCKS-Wall St ends lower  Trump comments dampen sentiment late (C  JPM  DAL),dal,2017-04-13,00:33:00
BRIEF-Delta Air says yields and demand remain strong heading into peak summer - Conf call (DAL  BA),dal,2017-04-12,17:55:15
BRIEF-Delta Air Lines reports qtrly earnings per diluted share $0.82 (DAL),dal,2017-04-12,13:45:11
UPDATE 1-American Airlines raises forecast for key revenue metric (DAL),dal,2017-04-11,15:21:05
BRIEF-Delta Air Lines says Thomas Donilon resigned from board (DAL),dal,2017-04-11,12:46:57
Atlanta storm halts thousands of Delta Air flights (DAL),dal,2017-04-07,22:08:57
Delta Air Lines Announces Webcast of March Quarter 2017 Financial Results,dal,2017-04-06,17:00:00
US STOCKS-Wall St flat as investors await China meeting  earnings season (RL  JWN  DAL),dal,2017-04-04,22:56:50
UPDATE 1-Delta Air cuts forecast for key revenue metric (DAL),dal,2017-04-04,16:28:49
BRIEF-Delta Air Lines says March total system ASMS 21.16 billion  up 1 pct (DAL),dal,2017-04-04,15:34:06
Delta Reports Financial and Operating Performance for March 2017,dal,2017-04-04,15:00:00
BRIEF-Delta Air Lines to begin selling Delta Comfort+ on CRJ-200 aircraft beginning April 1 (DAL),dal,2017-03-31,17:14:48
Delta and Korean Air to Expand Partnership,dal,2017-03-29,06:30:00
Trump's laptop ban could be great for European airlines (AAL  DAL  UAL),dal,2017-03-28,21:42:00
China Southern Airlines' shares jump after American Airlines buy-in (DAL  600029),dal,2017-03-28,04:48:49
Virgin Atlantic braced for losses in 2017 as headwinds pick up (DAL  C6L  NAS  WJA  IAG  LHA  EZJ),dal,2017-03-28,01:32:51
How two teens in leggings became a PR mess for United Airlines (UAL  DAL),dal,2017-03-27,22:46:47
BRIEF-Dalmac Energy reports Q3 revenues of $4.3 million (DAL),dal,2017-03-24,22:32:48
Research Reports on Major Airlines Equities -- Delta Air  American Airlines  United Continental  and Spirit Airlines,dal,2017-03-24,12:05:00
Exclusive: HSBC to boost China staff by up to 1 000 in 2017  mostly in Pearl River Delta,dal,2017-03-24,09:29:09
BRIEF-Delta plans new daily nonstop service between New York-JFK and Rio De Janeiro (DAL),dal,2017-03-23,20:48:45
UPDATE 2-U.S.-Israeli teen arrested in Israel over bomb threats to Jewish centres (DAL),dal,2017-03-23,17:12:45
Delta's Relocation to LAX Terminals 2 and 3 Scheduled for May 12-17 in First Step of Planned $1.9 Billion Delta Sky Way at LAX,dal,2017-03-21,23:15:00
Delta to Begin Seattle to Chicago-O'Hare Service in June 2017,dal,2017-03-20,17:00:00
Why the White House is ignoring the nastiest feud in the airline industry (UAL  DAL  AAL),dal,2017-03-18,15:49:09
BA owner IAG to launch low-cost flights from Barcelona in June (IAG  DAL  NAS  WJA),dal,2017-03-17,19:12:46
UPDATE 3-Flight cancellations persist as storm weakens in U.S. Northeast (UAL  DAL),dal,2017-03-15,18:16:46
U.S. airlines get heat from passengers over snowstorm cancellations,dal,2017-03-15,00:00:28
Exclusive: Delta hires consultant to study refinery options - sources,dal,2017-03-14,17:29:26
